code,podmienky,vysledky,osnova
6BE0001,"Priebežné hodnotenie:Na cvičeniach sa v laboratóriu logických systémov simulujú 4 úlohy (dve kombinačné a dve sekvenčné zapojenia). Za úspešné a funkčné zapojenie jednej úlohy je možné získať 3 body.
Záverečné hodnotenie:Podmienkou pre úspešné absolvovanie predmetu je získanie minimálne 61% bodov za prácu v semestri a vykonanie skúšky z predmetu. Skúška je písomná, úlohy budú zamerané tak na praktické riešenie príkladov ako aj na preukázanie teoretických vedomostí. 
Výsledné hodnotenie predmetu:
	100% -  92%   A
	 91% -  84%   B
	 83% -  76%   C
	 75% -  68%   D
	 67% -  61%   E
         60% a menej  Fx
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktívna práca na cvičeniach70%Skúška30%
Pre prihlásenie na skúšku musí študent dosiahnuť 30 bodov. ","Po absolvovaní premetu študent:
- rozlišuje základné stavebné prvky logických systémov,
- používa metódy návrhu kombinačných a sekvenčných logických systémov,
- opíše činnosť číslicového systému v jazyku VHDL,
- samostatne vyrieši zadanú úlohu,
- overí navrhnuté riešenie v simulátore.

","Prednášky: 

Terminológia, definícia pojmov. Popis kombinačných systémov. Normálne formy Boole-ovej algebry a ich výpis z máp. Shannonov rozvoj a univerzálne logické moduly. Multiplexory, demultiplexory, dekodéry, kodéry, hodnotové komparátory, sčítačky, generovanie a kontrola parity, logické posuvy. Základné paralelné a sekvenčné príkazy jazyka VHDL. Popis činnosti synchrónnych automatov v intenciách jazyka VHDL na úrovni registrových prenosov. Synchrónne sekvenčné funkčné bloky (registre, čítače a ich aplikácie), analýza a syntéza synchrónnych obvodových automatov).

Cvičenia: Nasledujú program prednášok, pričom ich ťažiskom je návrh číslicových systémov, ich simulácia a implementácia v obvodoch FPGA. 
"
6BI0053,"Priebežné hodnotenie:Počas semestra je možné získať 60 bodov. Body sa prideľujú za aktívnu prácu počas cvičení a vypracovanie úloh podľa požiadaviek.Záverečné hodnotenie:Skúška z teórie má formu písomného testu, z ktorého je možné získať 40 bodov. Body zo semestra a testu sa sčítajú a tento súčet určuje výsledok skúšky.

Výsledné hodnotenie predmetu:
100 - 93  A
 92 - 85  B
 84 - 77  C
 76 - 69  D
 68 - 61  E
menej ako 61 - Fx
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktívna účasť na cvičeniach, vypracovanie úloh60Skúška z teórie40
Pre prihlásenie na skúšku musí študent dosiahnuť 30 bodov. ","Výsledky vzdelávania:
Cieľom je oboznámiť študenta s princípmi činnosti súčasných bezdrôtových sietí používaných v rôznych doménach nasadenia ako sú podnikové WiFi siete, mobilné bunkové siete a siete pre Internet vecí a senzory.
Študent:
- získa teoretické poznatky z oblasti podnikových, bunkových bezdrôtových technológií ako aj komunikačných technológií pre systémy IoT.
- bude oboznámený s princípmi činnosti a architektúrou týchto sietí
- bude oboznámený so službami ponúkanými v tomto type sietí
- bude mať podoprené teoretické poznatky praktickými zručnosťami a bude schopný navrhnúť jednoduchšie riešenia pripojenia do siete s prostriedkami týchto bezdrôtových sietí","Prednášky:
Podnikové siete WiFi (4 prednášky):
- Úvod do bezdrôtových technológií
- Štandardy IEEE 802.11, prístupové metódy
- Zariadenia WiFi sietí, samostatné riešenia a riešenia s kontrolérom
- Spôsoby zabezpečenia bezdrôtových sietí
Bunkové siete 3G/4G/5G (4 prednášky):
- Úvod do problematiky mobilných bunkových sietí
- Komunikácia v bunkových sieťach a charakteristiky mobilných sietí
- Technológie a architektúry mobilných sietí (generácie 3G, 4G, 5G)
Komunikačné technológie pre systémy IoT (4 prednášky):
- Úvod do nízko-rýchlostných dátových sietí
- Bluetooth a BLE
- Štandard 802.15.4 (LR-WPAN)
- Štandard ZigBee
- Dátová sieť LoRa
Cvičenia:
Laboratórne cvičenia budú venované využitiu vedomostí z prednášok a štúdia literatúry na riešenie praktických úloh (precvičenie a konfigurácia príkladov riešení bezdrôtových sieti, napr. na systémoch RASP)"
6BM0021,"Priebežné hodnotenie:Podmienkou pre úspešné absolvovanie cvičení k predmetu je systematická práca na cvičeniach posudzovaná splnením nasledovných kritérií:
- prezentácia špecifického nástroja kvality - max. 10 bodov
- úspešné zvládnutie písomného testu v 11./12. týždni semestra - max. 20 bodov
- práca na cvičeniach – max. 10 bodov

Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 24,4 bodov.

Záverečné hodnotenie:Študent môže celkovo získať maximálne 100 bodov - 40 bodov z cvičení a 60 bodov zo skúšky.
Skúška je písomná a pozostáva z otvorených otázok.
Študent musí zo skúšky získať minimálne 36,6 bodov.

Hodnotenie:
93 – 100 bodov .....A
85 - 92 bodov ......B
77 – 84 bodov ......C
69 – 76 bodov ......D
61 – 68 bodov ......E
menej ako 61 bodov ..........FX


Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíprezentácia 10 %dosiahnutie zručností, samostatnosť, prezentačné zručnostitest20 %vedomosti, zručnostipráca na cvičeniach10 %dosiahnutie zručnostískúška60 %vedomosti
Pre prihlásenie na skúšku musí študent dosiahnuť 24 bodov. ","Znalosti absolventa predmetu:
- Pozná proces implementácii integrovaného manažérskeho systému (IMS) podporovaného normami a úlohu manažmentu v tomto procese.
- Vie aplikovať praktické postupy na určovanie súvislostí organizácie.
- Vie analyzovať zainteresované strany a ich požiadavky vrátane legislatívnych požiadaviek a záväzkov organizácie.
- Vie sa zúčastňovať na plnení úloh manažmentu pri vytváraní IMS s podporou noriem.
- Vie sa podieľať na procese posudzovania a zvládania rizika.
- Pozná proces samohodnotenia a auditov.

Zručnosti absolventa predmetu:
- Aplikuje postupy na plnenie požiadaviek noriem systémov manažérstva do prostredia organizácie.
- Zvláda rolu podpory manažérov pri implementácii IMS podporovaného normami.
- Ovláda postupy identifikácie, analýzy, posúdenia a zvládania rizika. 
- Ovláda prístupy mapovania procesov s využitím SW podpory.
- Vie vytvárať podklady pre štatistické riadenie procesov.
- Ovláda vybrané nástroje riadenia, zabezpečovania a zlepšovania kvality.","Prednášky:
- Integrovaný manažérsky systém (IMS)
- Normami podporovaný IMS
- Manažérske systémy zamerané na kvalitu, životné prostredie, BOZP, informačnú bezpečnosť
- Zainteresované strany v kontexte IMS
- Procesný prístup v IMS
- Riziko v IMS
- Samohodnotenie a audit


Cvičenia:
- Precvičovanie vybraných nástrojov riadenia, zabezpečovania a zlepšovania kvality s využitím SW podpory
- Metódy zisťovania požiadaviek zainteresovaných strán
- Mapovanie procesov s využitím SW podpory
- Posudzovanie a zvládanie rizika v organizácii
- Práca s normami - hľadanie vzájomných súvislostí a väzieb v kontexte IMS

"
6BM0028,"Priebežné hodnotenie:Hodnotenie cvičení:
Vypracovanie zadaných úloh: max 20 b.
Vypracovanie projektu prieskumu vrátane jeho obhajoby: max 30 b.
Celkom: max 50 b.
Minimálny počet bodov pre možnosť zapísať sa na skúšku: 31 b.                                                           

Konkretizácia jednotlivých úloh (téma projektu, jeho osnova, témy zadaní...) spolu s termínmi je uvedená na e-vzdelávaní.Záverečné hodnotenie:Skúška je písomná. Písomná časť pozostáva z uzavretých aj otvorených otázok. 
Skúška: min. 30 b. – max. 50 b.
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíRiešenie zadaných úloh20Vypracovanie a obhajoba projektu prieskumu30Skúška50
Pre prihlásenie na skúšku musí študent dosiahnuť 31 bodov. ","Študent po absolvovaní predmetu:
- pozná metódy prieskumu trhu a postupy spracovávania údajov a analýz na štatistické zisťovanie a vyhodnocovanie štatistických prieskumov,
- vie použiť metódy získavania a spracovania údajov, definovať problém, cieľ a účel prieskumu, výberovú vzorku a realizovať prieskum, 
- vie štatisticky spracovať získané údaje a vhodne ich interpretovať,
- pozná základy operačného výskumu, vie formulovať matematické modely základných úloh lineárneho programovania a riešiť ich prostredníctvom algoritmov a softvérových nástrojov.
","1. Prieskum ako základ výskumu – ciele, účel, vymedzenie, druhy prieskumov. 
2. Definovanie problému výskumu, cieľov, vhodné techniky spracovania (myšlienková mapa).
3. Orientačná analýza situácie – význam, rozsah, metódy a techniky spracovania, podstata sekundárneho prieskumu, zdroje informácií, filtrovanie podstatných informácií. 
4. Plán projektu prieskumu a výberová vzorka – hlavné časti, ich základné vymedzenie a náplň. Výberová vzorka - rámec, spôsob výberu a veľkosť vzorky, najčastejšie problémy pri stanovovaní výberovej vzorky, odporúčania. 
5. Základné spôsoby a techniky zberu údajov (dotazník, rozhovor, pozorovanie...), dotazník – tvorba, škálovanie, základné typy otázok, najčastejšie chyby, rozhovor - typy, scenáre. 
7. Spracovanie zhromaždených údajov – štatistické vyhodnotenie, využitie kódovania a filtrovania údajov. 
8. Interpretácia výsledkov prieskumu – grafická a slovná interpretácia, prezentácia. 
9. Základy operačného výskumu
10. Formulácia základných modelov lineárneho programovania
11. Algoritmus simplexovej metódy na riešenie úloh lineárneho programovania a analýza citlivosti riešenia na zmenu koeficientov modelu
12. Softvérové nástroje na riešenie úloh lineárneho programovania

"
6BM0022,"Priebežné hodnotenie:Body v priebežnom hodnotení (50) môže získať takto:
20 bodov za priebežný test
20 bodov za semestrálnu prácu
10 bodov za aktívne riešenie úloh na cvičeniach
Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 30,5 bodov (61 %)Záverečné hodnotenie:Podmienkou pre úspešné absolvovanie predmetu je získanie minimálne 30,5 z 50 bodov za prácu a výsledky na cvičeniach (čo predstavuje 61% úspešnosť počas semestra ) a úspešné vykonanie skúšky z predmetu. Skúška sa uskutočňuje komplexným písomným didaktickým testom, v ktorom študent  môže získať 50 bodov.
Hodnotenie:
93 – 100 bodov .....A
85 – 92 bodov ......B
77 – 84 bodov ......C
69 – 76 bodov ......D
61 – 68 bodov ......E
menej než 61 bodov ..........Fx

Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 30,5 bodov. 
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíPriebežné testy20Preukázanie dosiahnutých zručností v oblasti manažmentu ľudských zdrojovSemestrálna práca20Tímová práca na riešení konkrétneho zadania projektuAktívne riešenie úloh na cvičeniach 10Samostatná práca a prezentačné zručnostiPísomná skúška50Odborné vedomosti a reakcie na problémy
Pre prihlásenie na skúšku musí študent dosiahnuť 30 bodov. ","Študent po skončení predmetu: 
• rozumie podstate, unikátnosti a prínosu ľudského potenciálu pre organizáciu ,
• rozumie základným organizačným procesom, ktoré sú zamerané na prácu s ľuďmi,
• pozná východiská a obsah procesov podporujúcich správne využívanie a rozvoj ľudského potenciálu,
• vie aplikovať vhodné komunikačné zručnosti a kľúčové personálne kompetencie,
• vie aplikovať vhodné metódy využívané v personálnych procesoch,
• pozná ťažkosti spojené s efektívnym využívaním ľudských predností,
• dokáže aplikovať vhodné manažérske rozhodnutia pri riešení problémov práce s ľuďmi.","• vymedzenie manažmentu ľudských zdrojov ,
• prístupy strategického rozvoja ľudského potenciálu, 
• proces a metódy plánovania zamestnancov,
• vymedzenie procesu, metód a výstupov analýzy práce,
• význam a charakteristiky  získavania zamestnancov,
• profilovanie potenciálnych a súčasných zamestnancov,
• vymedzenie výberu zamestnancov, metód výberu a výberového rozhovoru,
• rozmiestňovanie zamestnancov a orientačný proces,
• personálne zručnosti a kompetencie manažéra."
6UI0001,"Priebežné hodnotenie:Body v priebežnom hodnotení (50) môže získať za plnenie zadaných úloh a aktivít na cvičeniach. 
Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 30.5 bodov.
Záverečné hodnotenie:Skúška (50). Skúška je formou testu a obsahuje otázky v zmysle riešenej problematiky na predmete. 
Obsah tvoria témy prednášok a lab. cvičení (vrátane podkladov k daným témam v literatúre). Skúškou sa zisťuje miera pochopenia tém predmetu pre koncepčné i praktické využitie. Aby študent úspešne zložil skúšku, musí v priebežnom hodnotení získať aspoň 30.5 bodov a v záverečnom hodnotení taktiež aspoň 30.5 bodov.

Hodnotenie za súčet bodov získaných počas semestra a na skúške:
A: aspoň 93 % bodov
B: < 85, 93) % bodov
C: < 77, 85) % bodov
D: < 69, 77) % bodov
E: < 61, 69) % bodov

Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíÚlohy a aktivity na cvičeniach 50priebežné hodnotenie a overenie vedomostí, zručnostíSkúška50komplexné overenie vedomostí
Pre prihlásenie na skúšku musí študent dosiahnuť 31 bodov. ","Študent po skončení predmetu:
-	pozná podnikové informačné a komunikačné technológie
-	pozná jednotlivé podnikové informačné systémy, chápe ich podstate a prínosu pre podnik, 
-	pozná možnosti využitia IS v podnikovej praxi, 
-	vie identifikovať problémy so zavádzaním podnikového IS a prijímať vhodné manažérske rozhodnutia pre ich vyriešenie. 
","Prednášky a cvičenia orientované na problematiku podnikových informačných systémov v kontexte s ďalšími vybranými témami s optikou manažmentu.  Hlavné tézy predmetu sú:
-	Informácia a práca s informáciami v podniku
-	Informačné a komunikačné technológie v podniku
-	Model podnikového IS
-	IS pre podporu ekonomických procesov v podniku
-	IS pre podporu logistických procesov v podniku
-	IS pre podporu personálnych procesov v podniku
-	IS pre podporu marketingových procesov v podniku
-	IS pre podporu výrobných procesov v podniku
-	IS pre podporu administratívnych procesov v podniku
-	Bezpečnosť IT v podniku
-	Aktuálne trendy v oblasti PIS

Lab. cvičenia budú zamerané  na modelovanie vlastného projektu návrhu implementácie podnikového informačného systému s dôrazom na analýzu vybraných procesov na podmienkach existujúcej (výnimočne aj fiktívnej organizácie). 
Využívanie a precvičovanie vybraných metód a analýz s využitím softvéru. 
Prezentovanie nadobudnutých poznatkov a návrhov s využitím softvéru."
6BJ0003,"Priebežné hodnotenie:Podmienkou absolvovania predmetu je aktívna účasť študenta na seminároch, splnenie čiastkových zadaní a úspešné absolvovanie 1 písomného testu,  prezentácie a  ústnej skúšky..
Hodnotenie pozostáva z niekoľkých častí, v snahe zohľadniť všetky aspekty práce študenta, pričom hlavný dôraz je kladený na ovládanie príslušnej slovnej zásoby. 
Záverečné hodnotenie:Písomný test je realizovaný v online prostredí testovacej platformy Socrative a vyhodnocovaný internou štandardizovanou testovacou metodikou.
Pri prezentácií je hlavným hodnotiacim kritériom schopnosť študenta aplikovať osvojenú odbornú slovnú zásobu v cudzom jazyku prostredníctvom prezentácie na vybranú odbornú tému s dodržaním zásad jej tvorby.
Prezentácia – ústny prejav – zahŕňa diskusiu vo forme kolokvia a hodnotenie učiteľom i samohodnotenie prezentujúcim študentom. Na ňu plynule nadväzuje ústna skúška.
Ústna skúška pozostáva z 2 otázok na odbornú tému, jedna z otázok sa môže týkať odprezentovanej témy.
Očakáva sa, že študent samostatne prezentuje vedomosti k danému problému/oblasti a vie adekvátne reagovať na položené doplňujúce otázky.
Predpokladá sa aktívna účasť študenta na hodine. V prípade výrazne aktívneho prístupu môže učiteľ pridať takémuto študentovi max. 5% k celkovému hodnoteniu.

Výsledné hodnotenie známkou sa uskutočňuje podľa klasifikačnej stupnice, ktorú tvorí šesť klasifikačných stupňov (A, B, C, D, E, Fx).
výborne (A) - 100 až 93%
veľmi dobre (B) - 92 až 85%
dobre (C) - 84 až 77%
uspokojivo (D) - 76 až 69%
dostatočne (E) - 68 až 61%
nedostatočne (Fx) - menej ako 61% 
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentností1 písomný test30Odborné vedomosti, overenie lexikálno-gramatických kompetencií študenta v odbornom jazyku, čítania s porozumením a počúvania s porozumením v odbornom jazyku  1 prezentácia 20Prezentačné zručnosti, práca s informáciami v odbore, precvičovanie tvorivého myslenia a konaniaústna skúška 50Odborné vedomosti
Pre prihlásenie na skúšku musí študent dosiahnuť - bodov. ","Študent aktívne používa odbornú slovnú zásobu v tematických okruhoch podľa študijného odboru. Príslušnú slovnú zásobu a naučené jazykové štruktúry dokáže adekvátne aplikovať v ústnej aj písomnej komunikácii v pracovnom a akademickom prostredí. Rozpoznáva naučené jazykové štruktúry v nahrávkach, výklade učiteľa, a odborných inštruktážnych a populárno-vedeckých videách. Diskutuje v cudzom jazyku na odborné témy v rozsahu svojich odborných vedomostí. Dokáže porozumieť odborným textom týkajúcim sa jeho študijného odboru, a zosumarizovať ich podstatu. Prezentuje odborné vedomosti v cudzom jazyku prostredníctvom prezentácie na vybranú odbornú tému s dodržaním zásad jej tvorby. Uplatňuje schopnosť argumentácie v cudzom jazyku pri ústnej skúške. ","Študent má na začiatku štúdia možnosť voľby jazyka (anglický/nemecký), pričom následne pokračuje podľa osnovy daného zvoleného predmetu. 

Angličtina:
1. Corporate Culture 
2. Training and Development
3. Finance
4. Digital Business

Grammar: superlatives, present perfect tense, time expressions, present perfect tense vs. past simple, countable and uncountable nouns, articles, quantity expressions, adjectives and adverbs 

Nemčina:
1. Eine Stellenanzeige, ein Anschreiben und ein Vorstellungsgespräch verstehen.
2. Anschreiben verfassen, Vorstellungsgespräch führen.
3. Eine Besprechung und ein Protokoll verstehen.
4. Termine absagen und verschieben.
5. Anweisungen geben und darauf reagieren. Sich erkundigen, weiterverbinden.
6. Eine Beschwerde beantworten.
7. Eine Bedienungsanleitung verstehen, ein technisches Gerät erklären.

Grammatik: Kausale Satzverbindungen, dass-Sätze/Infinitive mit zu, Negation, Futur I"
6BM0001,"Priebežné hodnotenie:Priebežné hodnotenie:
aktívna účasť na cvičeniach, vypracovanie zadaných tém vo forme prezentácií a vypracovanie semestrálnej práce  – študent môže získať maximálne 30 bodov

Záverečné hodnotenie:Záverečné hodnotenie:
Skúška vo forme testu – maximálne 20 bodov
Hodnotenie: 
93 – 100 % .....A 
85 - 92 % ......B 
77 – 84 % ......C 
69 – 76 % ......D 
61 – 68 % ......E 
menej než 61 %....Fx



Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktivita na cvičeniach20%Prezentácie na cvičeniach40%Skúška  40%
Pre prihlásenie na skúšku musí študent dosiahnuť 15 bodov. ","Študent po skončení predmetu: 
• bude schopný aplikovať  získané teoretické poznatky jednotlivých problematík na konkrétne príklady z praxe
• bude schopný ľahšie sa orientovať v reálnom ekonomickom prostredí
","• Úvod do problematiky.
• Proces tvorby dopytu.
• Faktory ovplyvňujúce nákupné rozhodnutia spotrebiteľov 
• Dopyt a podnik.
• Proces tvorby ponuky
• Podniky fungujúce v podmienkach dokonalej a nedokonalej konkurencie
• Obchodné stratégie

Cvičenia:
Cvičenia obsahovou náplňou nadväzujú na prednášky. Ich náplňou je podrobnejšia diskusia k prednášaným témam a aplikácia teoretických východísk jednotlivých problematík na konkrétne príklady z praxe. Súčasťou cvičení budú prezentácie študentov k zadaným témam. 
"
6UM0003,"Priebežné hodnotenie:Body v priebežnom hodnotení (50 bodov) môže získať za plnenie zadaných úloh a aktivít na cvičeniach. Podrobné usmernenia k predmetu sa zverejnia vždy v prvom týždni semestra v samostatných dokumentoch.
Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 30.5 bodov, a zároveň odovzdané vypracované všetky zadané úlohy a aktivity.


Záverečné hodnotenie:Skúška /50 bodov) je písomná.  
Aby študent úspešne zložil skúšku, musí v priebežnom hodnotení získať aspoň 30.5 bodov a v záverečnom hodnotení taktiež aspoň 30.5 bodov.

Hodnotenie:
A: aspoň 93 % bodov
B: < 85, 93) % bodov
C: < 77, 85) % bodov
D: < 69, 77) % bodov
E: < 61, 69) % bodov
Fx: menej ako 61 % bodov
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíúlohy na cvičeniach50priebežné hodnotenie a overenie vedomostí, zručnostískúška50overenie vedomostí
Pre prihlásenie na skúšku musí študent dosiahnuť 30 bodov. ","Študent po skončení predmetu: 
• porozumie základným pojmom, súvislostiam a dôsledkom využívania controllingu v riadení podniku, podnikovom prostredí.
• dokáže analyzovať relevantné informácie o internom a externom prostredí a aplikovať ich do riadenia podniku v rámci controllingových aktivít.
• dokáže vyhodnotiť spracované dáta vyplývajúce z controllingových aktivít a navrhnúť manažérske reporty a odporúčania pre riadenie podniku.
• vie aplikovať nástroje, metódy a postupy controllinguu pre dosahovanie podnikových cieľov.

","Prednášky a cvičenia orientované na problematiku plánovania a controllingu v podniku a ďalších vybraných tém, ako sú:
- Controlling v Manažmente. 
- Podnik ako systém. 
- Controlling ako systém na podporu manažérskeho rozhodovania. 
- Plánovanie v podniku, plánovanie a controlling. 
- Balanced Scorecard a controlling. 
- Koncepcie controllingu, Controller, Controlling nákladov. 
- Finančný controlling, Controlling reálnych investícií. 
- Personálny controlling. 
- Implementácia controllingu v podnikovej praxi (výroba, služby, predaj). 
- Nové trendy v controllingu."
6BI0055,"Priebežné hodnotenie:Hodnotenie aktivity počas semestra (vypracovanie priebežného zadania, semestrálna práca): 50 bodovZáverečné hodnotenie:V rámci záverečného hodnotenia absolvuje skúšku, za absolvovanie ktorej môže získať maximálne 50 bodov. Pre úspešné absolvovanie skúšky sa vyžaduje získanie minimálne 25 bodov.
Záverečné hodnotenie predmetu sa robí na základe celkového počtu získaných bodov (body za priebežné hodnotenie + body za skúšku). 
Výsledné hodnotenie:
93 a viac bodov     -  A–výborne
<85, 93) bodov      -  B–veľmi dobre
<77, 85) bodov      -  C–dobre
<69, 77) bodov      -  D–uspokojivo
<61, 69) bodov      -  E–dostatočne
menej ako 61 bodov  -  FX–nevyhovel
Pre prihlásenie sa na skúšku musí študent dosiahnuť 30 bodov
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíPriebežné zadanie25%Odborné vedomostiSemestrálna práca25%Odborné vedomosti, Práca s informáciami, samostatnosťZáverečné hodnotenie50%Odborné vedomosti, Práca s informáciami, samostatnosť
Pre prihlásenie na skúšku musí študent dosiahnuť 30 bodov. ","Absolvovaním predmetu študent:
- má základné znalosti o testovaní softvérových systémov, ich plánovaní a riadení, z pohľadu testera,
- pozná metódy návrhu, implementácie a správy testov od úrovne celého systému a jeho špecifikácie, až po analýzu samotného kódu (statická, dynamická),
- pozná tvorbu manuálnych i automatizovaných testov,
- má znalosti a zručnosti potrebné pre pozíciu testera v softvérovej spoločnosti.
","- úvod do problematiky testovania (význam testovania, definícia spoločných pojmov)
- klasifikácia typov testov a testovania
- techniky a procesy testovania (jednotkové, integračné testy, akceptačné testy...)
- kvalita softvérového kódu
- manažment testovania (aplikácia získaných skúseností, hlásenie defektov)
- správa testov (plánovanie testov, návrh, sledovanie, vyhodnocovanie)
- aplikácia testov (testy použiteľnosti, bezpečnostné testy, testy webových aplikácií) 
- automatizácia testovania a testovacie nástroje
- pozvané prednášky z praxe
"
6BI0006,"Priebežné hodnotenie:V priebežnom hodnotení je možné získať:
- 15 bodov za aktívne riešenie úloh na cvičeniach;
- šesť testov po 5 bodov;
- semestrálna práca 25 bodov;
Pre prihlásenie sa na skúšku musí študent dosiahnuť najmenej 40.0 bodov.
Záverečné hodnotenie:Skúška má dve časti:
- písomný test, otázky z teórie, trvanie 50 minút, 10 bodov;
- praktická časť skúšky, riešenie praktických úloh, 20 bodov.
Počas praktickej časti skúšky je možné použiť vlastné poznámky a literatúru.

Výsledné hodnotenie predmetu:
93 – 100 bodov ....  A
85 – 92 bodov   ....  B
77 – 84 bodov   ....  C
69 – 76 bodov   ....  D
61 – 68 bodov   ....  E
menej než 61 bodov ... Fx
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíAktívna práca na cvičeniach15Priebežné testy	30Semestrálna práca25Skúška30
Pre prihlásenie na skúšku musí študent dosiahnuť 35 bodov. ","Po absolvovaní predmetu študent:
- zvláda práce v systéme riadenia MS Access;
- dokáže vytvoriť základne prvky databázy: tabuľky, formulári, dotazy, zostavy;
- vie použiť tvorbu makier a modulov (programovanie procedúr a funkcií pomocou jazyka VBA);
- zvláda navrhnúť databázový systém v prostredí MS Access.
","Prednášky: 
- Vytváranie databázy a tabuliek. Dátové typy atribútov v tabuľkách. 
- Definovanie vzťahu a relácie.
- Vytváranie formulárov. 
- Tvorba dotazov. Podrobnosti o príkaze SQL. 
- Tvorba výstupných zostáv. 
- Vytváranie makier. Zásady pri vytváraní modulov a udalostných procedúr. 
- Visual Basic for Applications (VBA) – deklarácia premenných, užívateľských typov a konštánt. 
- Príkazy jazyka VBA. 
- Model objektov aplikácii MS Access. Použitie objektov a kolekcií. 
- Ladenie programového kódu. Ošetrenie chýb. 
- Zabezpečenie aplikácie. 

Cvičenia: 
Tvorba databázy v prostredí MS Access – vytváranie tabuliek, formulárov, dotazov, zostáv a makier. Tvorba aplikácií s využitím jazyka Visual Basic for Applications - tvorba modulov a udalostných procedúr. Použitie objektov a kolekcií. Model objektov aplikácii MS Access. Ladenie programového kódu a ošetrenie chýb. 
Vypracovanie a odovzdanie semestrálnej práce – databázový systém v prostredí MS Access.
"
6BT0005,"Priebežné hodnotenie:- aktívna účasť na cvičeniach TV 
- úroveň zvládnutia základných pohybových zručností a taktiky hry v danom športeZáverečné hodnotenie:klasifikácia
    Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíaktívna účasť na cvičeniach TV30úroveň zvládnutia základných pohybových zručností a taktiky hry v danom športe70
Pre prihlásenie na skúšku musí študent dosiahnuť - bodov. ","- cielené vedenie študentov UNIZA k zdravému spôsobu života a trávenia voľného času prostredníctvom
vybraných telovýchovných a športových aktivít

- zdokonaľovanie technických zručností a taktiky hry vo vybranom športovom odvetví

- zvyšovanie všeobecnej telesnej zdatnosti a pohybovej výkonnosti

- kompenzácia duševného zaťaženia súvisiaceho s vysokoškolským štúdiom a vytváranie podmienok pre všestranný psychofyzický rozvoj osobnosti

- kompenzácia duševného zaťaženia súvisiaceho s vysokoškolským štúdiom a vytváranie podmienok pre všestranný psychofyzický rozvoj osobnosti 





","- základná (všeobecná) pohybová príprava
- špeciálna pohybová príprava
- základy taktiky v jednotlivých športoch
- športové súťaže - príprava študentov na reprezentáciu UNIZA vo vybraných športoch na národnej a medzinárodnej úrovni"
6BA0017,"Priebežné hodnotenie:Body v priebežnom hodnotení môže získať takto:
riešenie úloh na cvičeniach (40 %)
vypracovanie, prezentácia a obhajoba semestrálnej práce (40 %)
Záverečné hodnotenie:Záverečné hodnotenie tvorí 20 %. Hodnotí sa skúškou.
Skúška (semestrálna práca)
Skúška pozostáva z dvoch častí:
• Semestrálna práca, 50 bodov,
• Prezentácia semestrálnej práce, 10 bodov.

Hodnotenie:
93 – 100 % ......A
85 - 92 %  ......B
77 – 84 %  ......C
69 – 76 %  ......D
61 – 68 %  ......E
menej než 61 % ..........Fx
Formy a metódy hodnoteniaVáhaOblasť vedomostí, zručností, kompetentnostíRiešenie úloh na cvičeniach40Semestrálna práca40Skúška20
Pre prihlásenie na skúšku musí študent dosiahnuť - bodov. ","Študent po skončení predmetu: 
• ovláda vybrané štatistické prostriedky analýzy dát,
• vie aplikovať získané znalosti na reálnych príkladoch z praxe 
• implementuje riešenia v prostredí MS Excel, resp. R, prípadne inom štatistickom softvérovom prostredí.

Dôraz bude kladený na praktické využitie vybraných prostriedkov spracovania dát a štatistických metód.
","• Vybrané štatistické testy
• Zhluková analýza
• Faktorová analýza
• Diskriminačná analýza
• Klasifikácia a predikcia
"
